brand,title,date,accords,rating_score,votes,longevity_poor,longevity_weak,longevity_moderate,longevity_long,longevity_very_long,sillage_soft,sillage_moderate,sillage_heavy,sillage_enormous,clslove,clslike,clsdislike,clswinter,clsspring,clssummer,clsautumn,clscold,clshot,clsday,clsnight,clslove_female25under,clslove_male25under,clslove_female25older,clslove_male25older,clslike_female25under,clslike_male25under,clslike_female25older,clslike_male25older,clsdislike_female25under,clsdislike_male25under,clsdislike_female25older,clsdislike_male25older,clswinter_female25under,clswinter_male25under,clswinter_female25older,clswinter_male25older,clsspring_female25under,clsspring_male25under,clsspring_female25older,clsspring_male25older,clssummer_female25under,clssummer_male25under,clssummer_female25older,clssummer_male25older,clsautumn_female25under,clsautumn_male25under,clsautumn_female25older,clsautumn_male25older,clsday_female25under,clsday_male25under,clsday_female25older,clsday_male25older,clsnight_female25under,clsnight_male25under,clsnight_female25older,clsnight_male25older,Ihaveit,Ihadit,Iwantit,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,gender
Neil-Morris,Midnight Shadows Neil Morris for women,2011,"tuberose,white floral,animalic,caramel,sweet",0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Caramel,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Alchemic-Muse,Pineapple Milk Alchemic Muse for women and men,0,"sweet,milky,fruity,tropical,fresh",4,1,0,0,1,0,0,1,2,1,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,Top1Milk,Top2Sugar Cane,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,women
Magma,#Nude Magma for women,2017,"floral,aldehydic,powdery,musky,milky,Pictures",1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,Top1Rose,Top2Magnolia,Top3Lily-of-the-Valley,Top4Violet,Top5Sea water,Top6Milk,Top7Heliotrope,Top8Benzoin,Top9Sandalwood,Top10Musk,Top11Ambergris,Middle0nan,Base0nan,,,,,,,,women
J-Scent,Yawahada (Soft Skin) J-Scent for women and men,0,"rose,fruity,woody,white floral,sweet,balsamic",1,1,1,0,0,0,0,1,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Top1Green Notes,Top2Milk,Middle0Rice,Middle1Rose,Middle2Jasmine,Base0Sandalwood,Base1Amber,,,,,,,,,,,,,,women
Bottega-Verde,Tiare Bottega Verde for women,2019,"white floral,vanilla,sweet,coconut,citrus,fresh spicy,Pictures",5,1,0,0,0,0,0,0,0,0,1,100,1,1,1,100,100,1,0,0,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,0,Top1Ginger,Top2Citron,Middle0Rose,Middle1Gardenia,Middle2Tiare Flower,Base0Vanilla,Base1Cashmere Wood,Base2Tonka Bean,,,,,,,,,,,,,women
Novaya-Zarya,Moskovskiy Novaya Zarya for men,1979,"woody,citrus,yellow floral,fresh,sweet",4,1,0,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,Middle0Ylang-Ylang,Base0Woody Notes,,,,,,,,,,,,,,,,,,,
Charrier-Parfums,Mon Otage Charrier Parfums for women,0,"floral,white floral,fresh,green,rose,fruity",4,1,0,0,0,1,0,0,1,0,0,1,100,1,1,100,1,1,0,0,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,0,Top1Mandarin Orange,Middle0Lilac,Middle1Jasmine,Middle2Rose,Middle3Cassis,Base0Woody Notes,Base1Amber,Base2Musk,,,,,,,,,,,,,women
EVOY,Monpasie EVOY for women,2018,"citrus,sweet,balsamic,vanilla,fruity",5,1,0,0,0,0,0,0,1,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Top1Lemon,Top2Orange,Top3Lemonade,Middle0Violet,Middle1Musk,Middle2Rose,Base0Vanilla,Base1Musk,Base2Benzoin,Base3Opoponax,,,,,,,,,,,women
Arabian-Oud,MOON 14 Violet Arabian Oud for women,0,,4,1,0,0,1,0,0,0,1,0,0,1,100,1,1,1,100,1,0,0,100,100,1,1,1,1,1,1,1,100,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,100,1,100,1,1,1,100,1,100,1,100,1,100,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Pirouette,Mosaic Pirouette for women and men,0,"woody,balsamic,aromatic,amber,warm spicy",5,1,0,0,0,0,0,0,0,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Palisander Rosewood,Top2Wormwood,Top3Neroli,Middle0Olibanum,Middle1Ambrette (Musk Mallow),Middle2Coriander,Middle3Saffron,Base0Sandalwood,Base1Agarwood (Oud),Base2Vetiver,Base3Amber,,,,,,,,,,women
Perfume-and-Skin,Moxie Woman Perfume and Skin for women,2013,"floral,fruity,sweet,fresh,soft spicy,Pictures",5,1,0,0,0,0,0,0,0,0,0,100,1,1,1,100,100,1,0,0,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,0,Top1Pink Pepper,Middle0Geranium,Middle1Peach,Middle2Lilac,Base0Amber,Base1Patchouli,,,,,,,,,,,,,,,
Art-of-Scent-Swiss-Perfumes,MÃ¶nch Art of Scent - Swiss Perfumes for men,2010,"woody,powdery,white floral,aromatic,floral,amber,Pictures",5,1,0,0,0,1,0,0,1,0,0,100,1,1,100,100,1,100,0,0,100,100,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,0,0,Top1Carrot Seeds,Top2iris,Top3Vetiver,Top4Ambergris,Middle0nan,Base0nan,,,,,,,,,,,,,,,
Boitown-,Monet's NympheÌa èŽ«å¥ˆçš„ç¡èŽ² Boitown å†°å¸Œé»Ž  for women and men,2017,"woody,musky,fruity,powdery,fresh,aquatic",1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Watery Notes,Top2Fruits,Top3Carrot Seeds,Middle0Incense,Middle1Cypress,Middle2Apple,Middle3Jasmine,Base0Cedar,Base1Cashmeran,Base2Musk,,,,,,,,,,,women
Dina-Cosmetics,Momento Dina Cosmetics for men,0,"woody,warm spicy,fruity,fresh,green",5,1,0,0,1,0,0,1,1,0,0,100,1,1,1,1,1,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Spicy Notes,Top2Woody Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,
Giorgio-Monti,Monti Stone Giorgio Monti for women,0,"floral,fresh,amber,woody,aquatic",5,1,0,0,0,0,0,0,0,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Magnolia,Top2Peony,Top3Musk,Top4Woody Notes,Top5Amber,Middle0nan,Base0nan,,,,,,,,,,,,,,women
Ramon-Monegal,Mon Vetiver Ramon Monegal for women and men,2011,"woody,aromatic,green,earthy,fresh spicy",5,1,0,0,1,0,0,0,1,0,0,100,1,1,100,100,100,100,0,0,100,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Comporta-Perfumes,Mosquito Man Intense Comporta Perfumes for men,2018,"citrus,floral,woody,green,powdery",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Top1Mandarin Orange,Top2Bergamot,Top3Galbanum,Middle0Lilac,Middle1Lily-of-the-Valley,Middle2iris,Base0Musk,Base1Cedar,Base2Sandalwood,,,,,,,,,,,,man
Papillon-Rouge,Monarque Papillon Rouge for women and men,1758,"amber,patchouli,woody,balsamic,earthy,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,1,1,100,0,0,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,0,0,2,Top1Immortelle,Middle0Patchouli,Middle1Vetiver,Base0Amber,Base1Labdanum,,,,,,,,,,,,,,,,women
LA-CHANTEE,Monte Carlo No. 9 LA CHANTEE for women,2017,"white floral,citrus,patchouli,musky,rose,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,1,Top1Orange Blossom,Middle0Jasmine,Middle1Ylang-Ylang,Middle2Gardenia,Middle3Rose,Base0Patchouli,Base1White Musk,,,,,,,,,,,,,,women
EastWest-Bottlers,Moonshine Reserve EastWest Bottlers for men,2016,"woody,fresh spicy,aromatic,floral,animalic,herbal,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,1,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,0,Top1Pepper,Top2Flax,Top3Tobacco,Top4Leather,Top5Gin,Middle0nan,Base0nan,,,,,,,,,,,,,,
12-Parfumeurs-Francais,Monceau 12 Parfumeurs Francais for women and men,2017,"citrus,fruity,musky,sweet,white floral,powdery",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,1,Top1Bergamot,Middle0Jasmine,Middle1Peach,Base0Musk,Base1Sandalwood,,,,,,,,,,,,,,,,women
Avon,Morena Flor Beijo de Frescor Avon for women,2011,"musky,fruity,floral,aquatic,fresh,Pictures",0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,100,100,1,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,3,0,0,Middle0Lotus,Base0Amber,Base1Musk,,,,,,,,,,,,,,,,,,women
Les-EAUX-Primordiales,Moment Perpetuel Les EAUX Primordiales for women and men,2015,"aromatic,fresh spicy,fruity,floral,herbal,Pictures",0,1,0,0,0,0,0,0,0,0,3,1,1,1,100,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,12,Top1Lavender,Top2Thyme,Top3Black Currant,Top4Blackberry,Top5Hedione,Top6Balsam Fir,Top7iris,Top8White Musk,Middle0nan,Base0nan,,,,,,,,,,,women
12-Parfumeurs-Francais,Mon Roi 12 Parfumeurs Francais for men,2012,"aromatic,fresh spicy,balsamic,woody,smoky,warm spicy,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Bergamot,Middle0Pepper,Middle1Cardamom,Middle2Incense,Base0Musk,Base1Vetiver,Base2Cedar,,,,,,,,,,,,,,
Art-of-Scent-Swiss-Perfumes,Morgentau Morning Dew Art of Scent - Swiss Perfumes for women and men,2013,"floral,green,aromatic,fresh spicy,Pictures",0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,3,Top1Floral Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Cortina-1224,Monsieur Cortina 1224 for men,1224,"musky,amber,woody,floral,citrus,Pictures",0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,3,Middle0Woodsy Notes,Middle1Floral Notes,Base0Musk,Base1Amber,,,,,,,,,,,,,,,,,
Morris,Morriselle Eau Tendre Morris for women,2010,"floral,rose,citrus,patchouli,fresh,Pictures",0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,0,0,Top1Pear,Top2Freesia,Top3Peony,Middle0Rose,Middle1Ylang-Ylang,Middle2Orange,Middle3Lily-of-the-Valley,Base0Patchouli,Base1Musk,Base2Vanilla,Base3Amber,,,,,,,,,,women
Novaya-Zarya,Two Moons Novaya Zarya for women,0,"citrus,green,fruity,floral,fresh",4,1,0,1,0,0,0,0,1,1,0,1,100,1,1,1,100,1,0,0,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,0,Top1Green Apple,Middle0Rose,Middle1Freesia,Middle2Violet Root,Base0Vanilla,Base1Tonka Bean,Base2Musk,,,,,,,,,,,,,,women
Novaya-Zarya,Toi & Moi Novaya Zarya for women,2003,"citrus,woody,warm spicy,aromatic,fresh spicy",4,1,0,0,1,0,0,0,1,0,0,1,100,1,1,100,100,100,0,0,100,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,1,0,0,0,Top1Bergamot,Top2Black Currant,Top3Cardamom,Middle0Jasmine,Middle1Rose,Middle2Nutmeg,Middle3Sandalwood,Base0Amber,Base1Oakmoss,,,,,,,,,,,,women
Les-Petits-Plaisirs,Vanille Monoi Les Petits Plaisirs for women,0,"white floral,vanilla,sweet,powdery,fruity",1,1,0,0,1,0,0,0,0,2,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Tiare Flower,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
PanVel,Sexy Moments PanVel for women,2015,"powdery,citrus,woody,floral,vanilla",0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Vanilla,Top2Jasmine,Top3Sandalowood,Top4Bergamot,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Parfum-XXI,Lady Moon Mascarade Parfum XXI for women,0,"white floral,vanilla,fruity,musky,powdery,balsamic",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,0,0,3,Top1Black Currant,Middle0Jasmine,Middle1Lily,Middle2Apricot,Base0Vanilla,Base1Musk,Base2Tonka Bean,Base3Sandalwood,,,,,,,,,,,,,women
Taylor-of-Old-Bond-Street,Mr Sidney Taylor of Old Bond Street for men,0,"aromatic,camphor,woody,balsamic,green,fresh spicy",0,1,0,0,0,0,0,0,0,1,1,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,4,Top1Lemon,Top2Basil,Top3Camphor,Middle0Lavender,Middle1Jasmine,Middle2Ylang-Ylang,Middle3Cloves,Middle4Bay Leaf,Middle5elemi,Base0Sandalwood,Base1Patchouli,Base2Vetiver,,,,,,,,,
MPF,Opulent MPF for women,0,"fruity,sweet,powdery,floral,rose",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,1,Middle0Rose,Middle1Orchid,Middle2Plum,Base0Vanilla,Base1Blackberry,Base2White Musk,Base3Amaranth,,,,,,,,,,,,,,women
Shirley-May,Russian Pink Shirley May for women,0,"woody,powdery,citrus,floral,white floral",4,1,0,0,1,0,0,1,0,0,0,1,100,1,1,1,100,1,0,0,100,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,0,2,0,Top1Carrot,Middle0Jasmine,Middle1Violet,Base0Woody Notes,,,,,,,,,,,,,,,,,women
Parfums-Marco-Serussi,MS Blue Parfums Marco Serussi for men,2014,"aromatic,citrus,fresh spicy,amber,warm spicy,musky,Pictures",0,1,0,0,0,1,0,0,1,1,0,1,1,1,100,100,1,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,4,0,0,Top1Mandarin Orange,Top2Cardamom,Top3Pink Pepper,Middle0Jasmine,Middle1Lavender,Middle2Nutmeg,Middle3Incense,Base0Patchouli,Base1Musk,Base2Vetiver,Base3Ambroxan,Base4Amber,,,,,,,,,
MTV-Perfumes,MTV Amplify MTV Perfumes for men,2015,"citrus,marine,amber,fresh spicy,aromatic,woody,Videos",0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,100,100,100,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,1,2,0,0,Top1Grapefruit,Top2Mandarin Orange,Top3Orange,Middle0Bay Leaf,Middle1Jasmine,Base0Guaiac Wood,Base1Patchouli,Base2Oakmoss,Base3Amber,,,,,,,,,,,,
Mark-Wright,Mrs Wright Mark Wright for women,2012,"citrus,fruity,amber,white floral,woody,musky,Pictures",1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Apple,Top2Peach,Top3Grapefruit,Middle0Jasmine,Base0Woody Notes,Base1Amber,Base2Musk,,,,,,,,,,,,,,women
MTV-Perfumes,MTV Sound Check MTV Perfumes for men,2015,"balsamic,fresh spicy,woody,warm spicy,smoky,powdery,Videos",4,1,1,0,0,0,0,0,0,0,0,1,100,1,1,100,1,100,0,0,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,0,1,0,Top1Nutmeg,Top2Ginger,Top3Sandalwood,Top4Patchouli,Middle0Mint,Middle1Jasmine,Middle2Grapefruit,Base0Incense,Base1Cedar,Base2Pink Pepper,,,,,,,,,,,
Miss-Sporty,Musk Miss Sporty for women,1980,,5,1,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Swiss-Arabian,Musk Malaki Swiss Arabian for women and men,0,"musky,floral,amber,animalic,green,Pictures",5,1,0,0,0,0,3,0,1,0,3,100,1,1,100,100,1,100,0,0,1,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,1,0,0,Middle0White Musk,Base0Musk,Base1Ambergris,,,,,,,,,,,,,,,,,,women
Al-Haramain-Perfumes,Musk Maliki Al Haramain Perfumes for women and men,0,"musky,white floral,citrus,animalic,fruity,Pictures",5,1,0,0,0,1,0,0,1,1,0,100,1,1,100,100,1,100,0,0,1,100,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,100,3,0,0,Top1White Musk,Top2Mandarin Orange,Middle0White Flowers,Middle1White Musk,Base0White Flowers,Base1White Musk,,,,,,,,,,,,,,,women
Al-Haramain-Perfumes,Mukhallath 2000 Silver Al Haramain Perfumes for men,2000,"rose,woody,balsamic,powdery,oud",4,1,0,0,3,1,0,0,3,0,1,1,100,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,0,Top1Sandalwood,Top2Rose,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,
Fragrifert-Parfumeur,Muguet Fragrifert Parfumeur for women and men,1901,"floral,green,soapy,rose,citrus,Pictures",5,1,0,0,0,0,0,0,1,0,0,100,1,1,1,1,1,1,0,0,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Orientica,Muharib Orientica for women and men,2019,"woody,warm spicy,vanilla,leather,amber,Pictures",5,1,0,0,0,0,0,0,0,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Top1Spices,Top2Saffron,Middle0Cashmere Wood,Middle1Cypriol Oil or Nagarmotha,Middle2Leather,Base0Amber,Base1Woody Notes,Base2Vanilla,,,,,,,,,,,,,women
Al-Musbah,Musk Oriental Al Musbah for women and men,2015,"woody,warm spicy,balsamic,citrus,rose,aromatic",5,1,0,0,0,0,0,0,0,0,1,100,1,1,1,1,1,1,0,0,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Top1Cinnamon,Middle0Rose,Middle1Incense,Middle2Saffron,Base0Sandalwood,Base1Vetiver,Base2Cedar,,,,,,,,,,,,,,women
La-Bouquetiere,Muguet La Bouquetiere for women,0,"floral,green,soapy,rose,citrus",5,1,0,0,0,0,0,0,0,0,0,100,1,1,1,1,1,1,0,0,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,,women
Francois-Deli,Mure et Orange Francois Deli for women,2012,"woody,balsamic,powdery,citrus,fruity,warm spicy",1,1,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,Top1Lemon,Middle0Blackberry,Middle1Raspberry,Middle2Floral Notes,Base0Sandalwood,Base1White Musk,,,,,,,,,,,,,,,women
Orientica,Mukhallath Orientica for women and men,2018,"woody,citrus,warm spicy,floral,fresh spicy,Pictures",0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,2,0,0,Top1Geranium,Top2Davana,Top3Bergamot,Top4Orange,Middle0Rose,Middle1Jasmine,Middle2Orchid,Middle3Clove,Middle4Saffron,Middle5Sandalwood,Middle6Cedar,Base0Floral Notes,Base1Amber,Base2Sandalwood,Base3Cedar,Base4Cashmere Wood,Base5Fruits,,,,women
David-LISS-Parfums,Musc PoudrÃ© David LISS Parfums for women,0,"musky,powdery,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,100,100,100,0,0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,1,100,1,1,0,0,2,Top1Powdery Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
Blancheide,Musc Blancheide for women and men,2016,"floral,powdery,citrus,vanilla,woody,musky,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,Top1Bergamot,Top2Mandarin Orange,Middle0Tuscan Iris,Middle1Parma Violet,Base0Heliotrope,Base1Madagascar Vanilla,Base2Musk,,,,,,,,,,,,,,women
Des-Filles-a-la-Vanille,Musc De Saint Tropez Des Filles a la Vanille for women,0,"floral,rose,vanilla,aromatic,musky,Pictures",0,1,0,0,0,0,0,0,0,0,0,1,1,1,100,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Top1Mimosa,Top2Lavender,Top3Rose,Top4Vanilla,Middle0nan,Base0nan,,,,,,,,,,,,,,,women
Coral,Musk Intense Coral for women,0,"fruity,floral,sweet,sour",0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,100,100,1,0,0,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,100,1,1,1,1,1,1,1,100,1,1,1,1,1,0,1,0,Top1Fruity Notes,Middle0nan,Base0nan,,,,,,,,,,,,,,,,,,women
